"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Caldisericaceae",296,40,30,202,38,764,1007,194,232,28,272,279,37,484,1222,63,19,34,274,229,1482,792,245,176,288,250,30,716,728,183,285,19,31,352,307,19,249,852,269,26,591,244,24,225,417,302,204,19,33,22,1378,547,160,16,199,375,626,175,234,132,4,20,352,414,435,219,882,32,421,1144,175,726,15,986,140,275,19,243,36,258,226,389,52,193,43,297,364,193,200,163,258,689,618,336,87,225,343,215,204,966,27
"Calditrichaceae",1014,144,161,798,121,889,3086,961,714,126,980,803,365,1722,7418,276,148,231,1007,1100,5035,2978,1082,726,995,917,232,3023,3316,647,1237,113,156,904,1118,199,800,3203,1066,153,3363,1088,151,798,3540,1157,819,206,94,123,2801,3937,827,170,842,1144,2995,1225,1054,473,19,594,904,881,2412,1084,3737,164,1730,5740,824,528,106,2747,610,1036,128,365,211,853,1578,905,216,804,522,1183,1037,774,1291,765,638,566,1318,721,659,1267,1417,754,759,4803,104
"Chlamydiaceae",1273,217,222,1241,149,2093,3696,1162,1307,136,1480,1204,113,2667,9146,158,132,184,1019,1266,4523,3675,1339,1252,1805,1543,171,3231,3112,1598,1715,127,266,1737,1489,227,1410,4116,1017,132,2814,998,180,1107,2295,1401,1185,98,189,159,5111,3064,1115,130,1270,2217,3032,1291,1412,619,12,537,1737,3424,2782,1020,3749,136,2519,5451,987,2609,197,3551,837,1410,127,810,231,1436,903,1401,273,1177,259,1412,1191,1108,1014,1236,943,1916,2608,1219,572,651,1065,1211,1122,4909,151
"Parachlamydiaceae",1038,237,146,821,75,1431,2339,680,857,83,976,697,173,1316,4159,83,82,143,677,740,1682,1755,934,640,1071,747,97,2219,1835,381,798,119,141,1245,833,52,1060,1640,464,77,1963,731,94,669,1616,1051,655,45,96,76,2056,2251,563,66,777,1830,2670,792,777,524,23,182,1245,714,1568,721,2315,65,1121,1641,673,1420,91,2706,468,831,78,728,133,789,438,490,141,733,171,940,942,633,1225,598,630,436,1490,471,381,408,597,915,638,2917,99
"Simkaniaceae",115,46,9,125,22,208,812,118,185,26,144,78,14,311,857,34,23,11,123,91,413,363,143,111,166,88,7,451,482,132,310,11,11,219,150,12,177,439,219,17,455,97,25,98,445,179,66,10,22,27,809,482,77,27,81,236,356,108,116,60,0,50,219,111,523,104,306,10,318,474,113,89,11,268,82,146,23,111,12,110,79,39,14,123,41,197,62,90,84,99,108,52,174,55,40,21,105,158,113,366,14
"Waddliaceae",167,23,14,163,14,161,299,216,168,22,246,183,38,446,769,14,32,19,111,377,509,419,256,158,296,175,27,423,442,118,361,10,22,271,285,28,217,558,105,21,633,142,28,258,538,248,214,12,27,32,801,415,200,30,153,312,366,163,202,75,3,34,271,77,347,250,602,12,419,791,124,160,33,520,166,205,31,89,36,206,136,124,23,184,26,259,61,172,268,142,106,145,380,92,48,95,168,207,201,602,9
"Chlorobiaceae",12390,5497,2985,11678,3086,6326,39007,14553,9842,2857,12815,12483,4925,29661,47492,4671,2715,4700,12401,16591,31950,38122,15487,13427,15151,13421,3928,40595,42407,10561,17181,3222,3433,12669,16411,4486,10032,37024,11915,2721,43655,11545,3099,11327,45761,15359,11173,2877,1797,2666,37667,43501,11422,2795,11862,14124,38796,15893,14016,5727,243,12279,12669,13475,35249,14896,41907,2911,30311,44312,12221,10634,1841,37489,9868,14530,2739,7037,5495,13577,7075,13194,4991,11489,7470,16100,12117,11218,11729,12739,10561,13940,19454,12084,10802,13413,25022,11728,12492,46208,1855
"Anaerolineaceae",3957,1614,1097,4679,1099,2742,11127,4914,3091,1318,5762,4454,1284,12246,13033,780,1254,3230,3168,5121,9037,9982,5915,5233,6215,4358,1488,8176,13743,3229,7204,860,1997,4719,6429,2614,3779,10641,4300,1295,14975,3248,1404,4419,15883,3769,4562,676,1024,1280,8988,15831,4489,1296,4847,5449,14962,4964,6099,1805,57,3116,4719,3210,5541,6251,13111,964,12323,12523,4783,6147,970,9934,4568,5726,1304,2287,1311,5293,4429,4113,1467,5004,1318,6627,2980,4398,3943,3887,2832,4610,7234,3886,4186,4158,11622,3955,5087,12008,581
"Ardenticatenaceae",1673,645,183,1874,341,504,5383,1873,1625,474,1803,1734,357,3630,7116,285,437,457,1296,2139,4242,4528,2486,2002,2547,1922,331,5659,5918,2198,2223,320,319,1976,2366,425,1413,4695,2431,436,7487,1822,490,1563,8544,1246,1426,301,205,449,4788,6311,1917,476,1901,2316,5468,1957,2068,784,42,921,1976,636,4796,2179,6607,294,3951,6344,1840,1134,247,5100,1471,2733,436,663,370,1971,766,1417,475,1937,570,2375,1021,1706,1338,1782,1584,1265,2782,1432,1129,1432,2890,1551,1956,5380,299
"Caldilineaceae",1017,212,65,1008,150,388,2274,1074,612,276,1206,974,142,2254,5106,132,265,258,890,1067,2602,1965,1332,1130,1445,1168,186,2549,3865,1187,1235,99,174,1109,1425,183,805,3380,723,276,4223,919,262,837,4597,696,923,117,122,289,3329,3676,1123,273,1000,1210,3579,1042,1234,485,12,678,1109,533,1643,1366,3498,113,2404,3725,1221,807,129,2523,898,1426,227,320,188,1068,515,782,199,1013,228,1402,1014,968,717,764,885,1030,1732,985,524,859,2554,841,1222,2940,87
"Chloroflexaceae",992,283,102,827,142,639,2270,1293,617,204,908,875,185,1896,3754,146,162,268,1300,1035,1834,2069,1240,932,1228,844,547,2483,3699,679,1159,165,172,913,1188,286,636,2861,938,213,3482,760,199,755,3382,888,929,200,127,181,2727,2889,892,181,804,950,2832,1389,1104,468,21,565,913,751,2204,1080,3067,153,1845,3797,970,1374,94,2825,718,1087,200,687,263,1068,598,671,190,780,289,1346,581,819,910,687,685,973,1492,738,437,554,1231,881,990,2514,117
"Roseiflexaceae",2046,419,222,1692,232,668,2812,1912,813,355,1854,1809,313,2594,4769,384,303,393,1337,1947,2634,3523,2465,1801,2259,1606,273,5150,5518,1475,2197,231,241,1735,2326,315,1451,4692,1830,310,5241,1383,350,1614,6182,2271,1578,164,183,293,3709,5457,1638,307,2064,1842,4904,2406,1962,946,39,1127,1735,1453,2859,2332,4260,203,2820,3768,1876,1119,171,4648,1379,2213,305,2588,442,1949,755,1109,447,1678,494,2577,986,1572,1320,2153,1064,1953,2452,1513,1018,1035,2995,1640,1879,4076,285
"Dehalococcoidaceae",4521,774,344,4693,251,3975,10637,4081,4675,919,5325,4523,231,8237,13454,256,911,273,4383,4652,11277,9540,5061,5458,6383,11071,481,7163,10631,5235,6410,132,465,5608,7203,172,3101,9612,7386,861,12349,10086,1009,3734,11601,4783,3467,120,621,936,10439,10261,5243,987,4829,4704,10223,5688,4679,2158,65,8703,5608,6436,5591,6026,10522,221,8182,11682,4806,15884,563,8700,3454,6379,924,2436,323,5410,10341,6906,317,5450,403,5794,6405,3833,7862,6526,2501,7565,6929,7430,8403,8076,34063,4640,5606,14021,118
"Sphaerobacteraceae",1087,461,234,1280,284,263,3553,1360,1084,288,1309,1135,228,2520,4326,252,292,316,738,1536,2425,2539,1775,1531,1683,733,232,2784,3852,1041,1721,421,234,1495,1850,268,946,3014,1474,294,4935,1272,336,1079,5648,881,962,166,142,290,2739,4086,1324,320,1481,1386,4235,1428,1682,489,20,646,1495,626,2320,1849,4502,207,2870,4079,1303,894,129,4634,1148,1770,293,729,794,1520,358,788,276,1532,546,1896,556,1146,980,1254,813,854,1926,970,441,943,2353,1152,1552,3513,155
"Thermomicrobiaceae",284,115,67,282,75,169,591,360,327,96,327,277,53,761,899,42,75,65,202,532,554,1115,411,398,415,411,45,894,1020,512,433,40,63,325,412,76,252,734,443,79,1093,348,69,290,1092,686,244,36,42,105,630,912,377,83,471,334,1058,354,356,129,5,279,325,440,809,424,1126,82,764,580,266,204,63,951,312,449,67,123,139,354,210,233,76,437,102,580,345,274,241,448,178,396,449,295,235,434,934,304,376,1881,34
"Chrysiogenaceae",687,326,279,811,187,421,3998,1022,494,191,877,848,206,1958,3167,203,173,276,607,1093,2149,3225,1085,1060,1144,473,200,2948,3373,675,1151,235,196,862,1258,193,553,3170,801,170,3319,886,216,682,3663,965,658,147,121,190,2490,2986,878,169,1031,934,2626,1103,933,290,19,585,862,674,2782,1029,2907,210,1884,3222,901,673,128,2613,673,1277,190,673,250,902,501,520,324,1013,331,1127,435,716,586,638,665,842,1354,616,718,688,1706,811,855,4425,175
"Coprothermobacteraceae",155,57,25,173,63,257,1363,236,152,28,219,226,39,610,889,21,32,50,243,211,898,898,241,227,292,223,93,749,909,159,289,21,49,201,254,29,139,1037,501,31,826,157,35,193,611,664,321,22,51,30,746,1214,186,31,186,197,1092,250,217,73,6,149,201,253,516,200,689,24,527,577,185,868,21,539,210,223,33,210,39,229,181,201,32,302,36,403,269,211,174,295,448,226,321,282,157,387,339,163,153,2171,28
"Chroococcidiopsidaceae",678,98,26,797,83,301,2520,772,556,118,1058,781,55,1149,3180,24,106,97,717,802,2732,1638,1073,755,1110,408,63,2048,1733,609,1319,17,111,1056,1313,72,804,2608,843,101,2114,736,115,745,2208,875,875,18,62,99,948,2955,946,101,756,1219,2910,946,1181,312,11,45,1056,185,1400,911,2578,27,1131,2188,693,250,64,2025,623,1086,97,547,90,967,268,305,64,832,84,1491,473,793,739,468,659,217,1557,977,128,524,319,763,938,3343,34
"Gloeobacteraceae",1412,414,158,1606,268,514,4978,1764,1379,395,1798,1399,395,3389,5873,263,390,343,1474,1741,4697,3215,2087,1780,2103,1562,269,3547,4837,1349,2133,208,293,1860,2328,282,1234,3672,1424,395,5644,1254,440,1258,5834,1423,1508,303,205,399,3197,4916,1565,425,1664,1701,5063,2046,1871,626,26,770,1860,1538,2760,2200,4650,156,3808,5000,1566,1448,230,3738,1349,2198,383,615,353,1668,702,1542,340,1733,430,2230,1090,1458,1155,2165,1333,1521,2454,1637,694,1052,3339,1480,1803,4584,236
"Gloeomargaritaceae",218,52,12,187,25,260,569,213,194,38,229,176,32,374,744,13,39,35,87,244,376,487,228,319,289,261,23,707,451,150,285,15,12,221,306,21,196,902,148,36,470,218,57,167,584,272,163,21,26,37,416,542,177,32,297,321,533,224,191,92,3,38,221,224,336,240,694,30,329,467,190,130,27,637,170,330,40,116,36,248,189,115,50,257,31,260,145,179,144,207,141,145,260,165,51,111,298,240,207,587,24
"Dermocarpellaceae",1245,378,141,679,89,1433,4537,823,880,52,1173,690,115,906,6471,99,43,151,556,933,3597,3190,706,635,1021,527,79,2603,2167,466,962,84,140,1513,690,117,1298,3046,768,54,2310,416,53,785,1878,1474,885,31,65,63,3616,2594,628,64,634,2025,2746,869,670,611,7,71,1513,807,2545,640,2767,79,800,2549,1042,1190,44,3160,441,875,66,572,82,788,445,619,133,818,150,824,761,607,679,713,1548,752,1604,617,226,391,243,925,618,7205,48
"Hyellaceae",437,93,39,344,61,193,1074,337,235,60,374,357,97,772,2161,93,62,104,364,392,1654,823,443,505,457,121,84,890,959,254,485,31,57,375,486,183,320,898,209,56,1138,202,84,332,1444,431,247,92,39,59,1196,1212,346,61,514,469,1187,381,384,208,8,169,375,233,603,515,1186,39,759,2169,411,165,33,993,288,470,53,260,82,424,148,200,73,336,247,645,177,368,230,274,220,173,755,239,89,111,259,304,458,1073,20
"Aphanothecaceae",1179,77,70,655,52,1261,1601,575,820,48,949,593,44,856,2654,71,51,78,452,702,1515,1947,773,595,940,543,45,1430,1264,387,942,16,105,1225,987,55,926,2175,592,44,1518,445,51,825,1263,895,635,43,53,55,1625,1636,572,48,729,1481,1631,1010,628,571,7,47,1225,1027,1450,652,1895,58,797,1705,512,358,58,1820,407,797,53,475,48,800,448,519,102,614,61,802,575,583,834,563,506,425,1563,354,139,231,348,717,596,2210,40
"Chroococcaceae",6102,542,345,3394,349,4871,8332,3700,3289,261,4440,3008,184,4084,18977,228,234,572,3999,4362,8415,8806,4787,3169,5404,2339,364,10002,8749,2021,4803,95,669,5313,3847,480,4706,8378,3040,277,9979,2617,300,3375,9113,4925,3264,98,264,259,8367,10650,2939,275,3261,7357,9395,4337,3861,3049,42,302,5313,2552,8107,4029,9527,201,3701,9618,3783,4291,229,11633,2249,3295,249,4757,554,4051,1897,2308,533,3710,523,4564,3735,3624,4367,3176,2561,2488,6922,2364,1130,3803,1371,3961,3301,11985,156
"Cyanobacteriaceae",1167,89,153,580,74,1473,2520,1206,819,76,1159,982,17,922,7487,45,61,112,1386,896,1953,4616,1034,623,962,998,61,4638,2665,995,1023,33,132,1271,959,69,1408,2597,940,53,3161,589,66,703,2224,1606,940,15,69,61,3199,3023,1017,53,932,1734,2233,1182,1263,568,9,100,1271,616,4231,711,2406,41,869,2939,712,785,44,3436,453,838,63,1008,108,1035,531,1289,108,873,104,1275,692,744,1039,951,669,921,1619,983,447,327,594,1002,845,7353,16
"Microcystaceae",1166,175,116,1202,71,1370,2907,1251,935,129,1321,1044,77,1616,10296,209,125,158,1152,1089,4614,3024,1590,1233,1757,625,116,2421,2379,828,1671,37,150,1545,1394,300,1253,5047,667,118,2942,825,137,1054,2812,1089,1044,104,97,109,7281,2616,1109,120,1522,1734,3113,1303,1308,569,25,192,1545,829,2824,1356,4527,92,1631,5714,1179,451,78,3498,793,1443,134,560,114,1283,495,618,116,1004,208,1588,722,1117,1210,667,858,647,2700,771,540,657,786,1027,1071,6863,67
"Aphanizomenonaceae",5834,774,471,2886,318,5195,8538,3622,4178,178,4920,2901,262,3149,21954,307,190,1015,6486,4608,12387,13376,4353,2020,4256,3254,419,15652,12373,2636,4655,182,594,4381,3735,436,4312,12458,4269,207,11982,1877,243,3596,10411,5784,3833,175,194,208,16798,13756,2176,221,2141,6185,15766,5818,3830,2621,74,621,4381,3578,17743,2852,13397,237,2841,11915,3335,1576,136,14336,1618,4056,220,2015,524,3070,2304,3120,648,2969,503,4330,3383,2720,5917,2972,3363,2742,5601,2412,1492,2790,2088,3717,2480,19441,182
"Fortieaceae",7,0,0,4,1,3,26,9,2,0,2,10,0,4,37,0,0,0,0,4,26,30,11,22,1,0,0,23,24,1,2,0,0,4,8,1,17,8,0,0,16,0,0,4,26,0,2,0,0,0,36,10,15,0,3,1,35,2,10,2,1,0,4,0,28,4,47,0,3,12,5,0,0,11,0,19,0,1,0,2,1,0,0,3,1,13,2,10,1,2,3,1,11,0,0,0,0,1,5,38,0
"Hapalosiphonaceae",8645,569,395,2744,513,51211,38385,3260,8799,132,6252,2674,209,2878,164005,178,139,488,2623,2887,94120,58172,2856,1998,5004,548,326,59912,51304,805,4189,149,709,10658,2444,436,11607,26756,2042,145,52319,868,158,4857,42575,7258,3834,102,194,124,141088,44137,1521,149,2647,21554,97484,3479,3869,4050,385,580,10658,1035,84796,1611,55094,270,2067,19954,4547,2185,130,60776,922,2342,164,706,266,3753,3029,818,411,6702,306,2560,10435,3526,7414,1801,19776,1846,15268,942,405,484,552,7590,2116,103908,131
"Nostocaceae",43095,1747,1096,13790,1146,114148,89139,13517,40500,901,28529,13768,1045,13474,331589,872,884,1311,14922,13998,181175,143139,15556,12375,24977,6893,1180,137045,122878,8199,22049,546,1804,50881,15301,1274,60329,75966,11691,868,123747,8328,1088,21524,105967,35502,18679,563,791,882,277293,104266,9676,873,15417,91597,226411,18297,20715,21311,819,2794,50881,11365,169647,10481,129357,876,11030,55438,24811,9130,603,148272,6816,15937,899,4728,1699,18839,11006,8523,1533,29462,1451,15580,43295,13022,37475,12583,44054,10650,77059,7227,6166,10851,7260,37862,11595,247269,566
"Rivulariaceae",14083,697,519,7241,477,19398,23361,7531,10973,606,10714,7223,442,8104,68198,458,557,679,8278,8527,37536,31633,9441,6479,10561,5133,552,34688,27790,5131,10469,252,902,14744,9468,619,14821,20662,5774,607,29559,4841,655,8275,27292,10865,8279,203,432,604,50762,27075,5973,564,6871,21754,44457,11214,8920,6813,179,1525,14744,8428,33857,6560,30993,374,7379,20068,8519,8837,409,35650,4114,8460,585,4315,694,8407,5385,6381,731,9346,583,9236,10737,6159,10347,6209,9037,8507,18997,4745,3637,5418,4883,11075,6174,48388,249
"Scytonemataceae",2900,142,93,1603,162,7267,7383,1753,2098,169,2117,1409,71,2080,22469,104,165,157,1408,1203,11913,11131,1916,1138,1993,476,136,11986,10422,614,1835,65,101,2947,1642,175,3089,7029,775,150,10041,743,170,1827,9174,1824,1818,69,99,158,20455,9581,1100,161,1296,4958,17216,2059,1791,1387,71,193,2947,806,13165,1441,10834,50,1822,4683,2136,451,96,11596,868,1225,177,1018,233,1941,939,700,117,2012,190,1719,2477,1436,2999,855,2889,839,3954,723,491,1175,986,2382,1130,18139,126
"Tolypothrichaceae",0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coleofasciculaceae",593,204,96,602,134,338,2184,574,483,175,582,602,158,1261,2007,107,138,206,335,791,1286,1207,773,739,741,485,114,1609,1975,537,865,128,144,694,914,161,423,1505,887,136,2518,585,164,529,3013,493,438,152,72,154,1206,2310,638,156,615,859,2282,607,844,279,12,616,694,782,1158,879,2072,170,1421,1601,798,776,83,1458,497,908,153,275,156,645,353,575,152,726,208,1063,503,552,425,802,522,677,1418,654,753,736,2380,562,615,1443,81
"Cyanothecaceae",3551,312,333,2366,277,2846,4674,2482,2021,252,2765,2227,193,3095,10789,139,226,426,2593,2634,5655,5120,3130,2124,3270,1844,214,6783,5227,2099,3167,121,434,3054,2853,259,3467,5595,2182,233,6176,1812,267,1813,5862,3840,2344,131,160,266,5858,7431,1950,252,2027,4305,6550,2778,2751,1764,46,834,3054,2099,5199,2874,7892,135,2811,5531,3204,2928,139,6737,1566,2361,241,1843,329,2631,1395,1474,417,2544,284,3320,1524,2481,2889,1597,1531,1280,3894,1184,833,858,2099,2729,2288,7690,88
"Gomontiellaceae",582,52,106,379,36,564,882,465,351,37,630,424,14,666,4513,42,36,40,600,470,1076,1470,491,452,721,330,49,885,1063,436,648,19,117,571,579,26,407,1092,611,42,818,332,41,540,918,550,501,4,37,44,1720,1110,411,55,467,714,1109,857,477,273,6,19,571,191,1225,429,1224,14,645,2057,307,332,31,1358,294,450,48,235,46,538,257,291,70,342,151,410,270,351,746,227,372,165,944,228,52,151,217,438,372,2329,10
"Microcoleaceae",5509,389,446,2329,264,16800,25720,2251,4734,211,4504,2193,338,2674,62129,215,178,374,2690,2559,53454,40178,2729,2110,3946,1837,334,39425,35734,1142,3378,213,565,6216,2515,310,6807,19730,1979,158,30003,1407,229,3022,27035,6143,2902,215,179,166,80903,28499,1666,187,2429,10463,64059,3083,2700,2685,248,611,6216,2149,47872,1993,35878,297,2384,14030,3525,1876,143,32406,1219,2306,184,932,339,2906,1882,1580,374,3765,494,2462,6017,2116,4385,1863,9349,2376,7975,1603,760,1413,1443,4393,1962,51535,230
"Oscillatoriaceae",3385,624,376,2842,318,2204,9161,3091,2067,365,3198,2490,264,4280,13992,280,374,585,2822,3546,5665,8377,3940,2706,3429,2019,278,9064,6718,1694,4086,260,496,3435,3530,728,2957,7592,3624,351,11660,2151,417,2976,10183,4083,2789,251,243,383,6994,10520,2362,375,2959,4161,7500,3323,3252,1571,52,998,3435,1900,7476,2958,8169,366,3946,12535,3255,2247,224,8031,2065,3113,401,2351,422,3011,1323,1494,475,2493,517,3562,1752,2692,2779,1961,2788,2160,5798,1874,982,1544,1849,3049,2833,16201,229
"Acaryochloridaceae",277,100,122,263,56,254,1594,422,244,52,314,363,37,484,1433,79,45,157,286,341,663,1131,355,272,331,449,88,819,1014,449,433,58,116,387,490,103,294,991,371,49,1296,383,43,265,1277,800,248,67,28,48,1039,1052,259,43,267,477,1108,418,276,130,3,184,387,301,887,342,1430,128,521,1062,281,240,37,927,221,373,55,165,79,397,233,355,96,315,113,392,567,348,343,181,407,458,479,268,333,469,433,338,326,1027,17
"Chamaesiphonaceae",983,109,78,554,31,720,2008,1112,1221,71,944,864,136,961,3263,66,77,107,947,810,4153,2913,991,644,1218,357,87,4722,4068,1578,701,51,90,1048,1242,77,750,2158,1455,71,3805,353,95,471,3226,726,684,42,80,77,4883,3592,518,87,549,1280,3525,956,1109,426,23,215,1048,275,4337,675,2020,54,885,1829,820,342,60,4402,534,718,70,567,179,891,404,669,170,993,69,1855,614,652,1151,924,803,682,997,446,368,288,692,882,765,4614,22
"Leptolyngbyaceae",2647,655,232,2612,414,1664,7897,2681,1820,330,2776,2409,637,3552,8422,320,339,590,3646,2843,8014,5958,3104,2247,3264,2441,639,6372,8144,2358,3334,286,394,2296,2900,651,1683,7344,2140,338,8179,1788,370,2566,8802,2950,1981,232,214,346,5354,7458,2417,367,2258,2862,6465,3463,2787,1243,59,825,2296,2288,6297,2765,7067,288,3671,8031,2195,1944,231,6410,1800,2663,321,1224,475,2254,1193,2232,424,2244,519,2996,1440,2100,3016,1932,1895,2013,4583,1891,1061,1473,3104,2090,2191,7506,245
"Merismopediaceae",357,90,70,418,65,262,1763,475,235,65,407,340,86,696,1661,49,72,98,508,386,1049,1297,506,406,561,285,63,1139,1351,226,471,53,88,447,492,47,349,1655,268,78,1281,388,80,333,1347,417,302,58,37,71,1022,1025,433,61,390,455,1133,436,399,156,11,122,447,448,1076,415,1309,49,753,1352,330,327,41,1029,319,454,65,210,87,441,136,334,79,338,70,409,288,380,362,272,288,472,821,297,245,211,675,342,443,1313,127
"Prochloraceae",4119,598,395,2347,387,5230,6151,1743,3342,139,3591,2028,382,2595,14152,240,131,464,1955,2178,6448,6009,2322,1834,3569,2103,413,5933,4854,1355,2719,212,629,5099,2376,408,4522,5881,2361,118,5085,1619,159,2158,4716,4140,2286,240,156,139,6925,5211,1552,148,1997,7191,6082,2307,2229,1962,34,278,5099,4264,4968,1774,7797,352,2224,5714,2181,3640,149,7063,1058,2269,141,1966,275,2834,1626,1419,472,2558,664,2537,2623,1781,2791,1851,1857,2201,5723,1553,689,772,1190,3053,1789,10812,258
"Pseudanabaenaceae",732,240,100,908,172,596,1921,985,635,113,882,867,126,1284,2759,122,93,266,1234,1081,1692,1507,1078,793,1047,451,293,2407,1886,703,1285,85,177,924,1055,162,760,1569,591,97,2310,667,121,841,2343,990,823,475,77,110,1700,2024,870,109,829,1131,1696,1014,1010,362,11,265,924,375,1817,1072,1859,71,1239,2220,971,682,57,2149,531,785,88,377,448,1026,417,466,528,807,95,980,598,756,717,700,505,424,1421,522,256,266,632,860,805,2249,106
"Synechococcaceae",10413,3908,2029,11072,2169,6155,31979,12284,9397,2542,11946,10543,3154,23366,44355,2694,2507,3165,9227,13538,32874,30693,14289,12668,14701,12472,2378,30940,36054,9991,14828,2012,2257,12163,16002,2761,8725,35312,11454,2487,39420,10241,2733,9960,42368,12465,9724,2243,1467,2462,32772,34305,11047,2582,11987,12399,34845,14192,13115,4843,187,7714,12163,10928,22819,13448,37042,1998,24663,38144,10659,13423,1568,30531,8927,15054,2435,5698,3227,12057,6357,10862,3358,11184,4688,14703,8653,9885,9917,10894,8659,12161,18114,11963,8619,10592,24185,10299,12250,38875,1745
"Deferribacteraceae",4216,726,326,3182,550,2691,7333,4310,2525,375,4096,3539,374,5210,11600,726,347,566,3306,5543,5930,7671,3944,2900,3873,2877,665,7770,8139,2232,5570,391,464,3956,3952,641,3362,6755,2726,373,8033,2592,400,3396,9468,3389,2755,261,305,357,8841,7835,2475,388,2400,5413,7443,5144,3641,1981,38,1087,3956,4478,5199,3348,9001,475,4632,6665,3236,3073,281,12527,2272,3376,397,4668,745,3576,2066,2950,744,3263,672,4232,2992,3065,4744,4199,2317,3396,6410,3140,2184,2855,4100,3665,3027,7751,360
"Deinococcaceae",11930,4242,1525,13539,2796,3651,33006,13241,11242,3571,14614,12649,3248,28712,33913,2513,3547,4385,10016,14511,28048,26240,17703,15033,18340,13370,2579,31582,38519,10487,16870,2650,2693,14426,19074,3132,10145,30891,12585,3540,46262,12030,3776,11565,51117,9756,11223,2395,1799,3496,27025,40056,13131,3705,14058,14537,36116,15796,15647,5687,221,6737,14426,11494,19123,17918,39070,1905,32061,39455,13158,8058,1856,32021,10754,18615,3535,5883,4142,14721,4880,14135,3644,14096,4240,18833,10230,11220,11115,15335,8892,13082,22349,18106,6753,14045,25403,11737,15494,31398,1837
"Trueperaceae",635,162,42,767,105,168,1178,569,666,183,874,595,125,1755,1456,78,183,128,436,845,1136,1230,930,662,947,916,85,1189,1776,581,1072,71,85,757,1008,118,556,1408,624,205,2539,681,246,612,2567,465,558,66,115,200,1339,2024,704,204,664,799,1852,747,892,283,7,316,757,819,819,994,1910,53,1924,2016,629,684,123,1632,570,997,200,215,126,739,346,887,106,719,131,979,746,623,442,752,521,974,1267,909,352,648,1896,615,893,1349,111
"Thermaceae",6048,2038,797,6798,1326,2225,16088,7528,5558,2235,7355,6598,1509,17357,21210,1090,2017,1874,3976,7270,14389,14401,9082,7994,9773,7122,1342,16320,20127,4631,8558,1006,1307,7829,9920,1391,5273,15074,6748,2092,26758,6731,2295,5411,28379,5409,5323,996,992,2093,12364,21841,7218,2174,7344,7629,21483,7656,8179,2772,91,3329,7829,5580,9726,9476,23511,903,19583,21386,7143,5496,1157,15466,5840,9997,2109,2596,1934,7636,2636,6218,1921,7996,2278,10326,4676,6091,5672,7062,5000,5943,11385,8340,3130,5672,12068,6174,8040,16073,778
"Dictyoglomaceae",1106,155,216,839,194,1435,2307,468,937,56,1105,598,54,860,4802,115,49,99,579,660,2009,2035,803,613,966,695,143,1698,1541,576,1127,38,252,1184,953,147,1231,2679,797,50,1860,511,46,799,1350,1247,686,83,76,44,3033,1504,492,52,696,1431,1742,1541,647,562,12,121,1184,2217,1182,563,2924,109,691,2409,626,1800,42,3081,365,788,60,523,322,841,536,542,161,649,99,785,722,529,877,616,718,742,1401,565,206,574,528,808,594,3115,41
