"Family","stewartERR2027890","shiSRR873458","shiSRR873455","stewartERR2027917","shiSRR873463","wallaceERR983265","shiSRR873599","wallaceERR983268","stewartERR2027895","hessSRR094166","stewartERR2027928","stewartERR2027923","shiSRR873457","hessSRR094424","shiSRR873597","shiSRR873452","hessSRR094418","shiSRR873460","stewartERR2027903","stewartERR2027908","shiSRR873602","shiSRR873596","stewartERR2027927","stewartERR2027929","stewartERR2027912","wallaceERR983264","shiSRR873459","shiSRR873606","shiSRR873604","stewartERR2027909","stewartERR2027920","shiSRR873454","shiSRR873462","stewartERR2027889","stewartERR2027916","shiSRR873464","stewartERR2027891","shiSRR873595","stewartERR2027900","hessSRR094416","shiSRR873609","wallaceERR983263","hessSRR094415","stewartERR2027925","shiSRR1222431","stewartERR2027898","stewartERR2027918","shiSRR873456","hessSRR094419","hessSRR094403","shiSRR873598","shiSRR873605","stewartERR2027926","hessSRR094417","stewartERR2027915","stewartERR2027897","shiSRR873607","stewartERR2027924","stewartERR2027902","wallaceERR2027890","shiSRR1222429","wallaceERR2530126","wallaceERR2027889","stewartERR2027899","shiSRR1267595","stewartERR2027919","shiSRR873608","shiSRR873451","hessSRR094428","shiSRR873601","stewartERR2027910","stewartERR2027907","hessSRR094427","shiSRR873610","wallaceERR983269","stewartERR2027921","hessSRR094405","wallaceERR983266","shiSRR873465","stewartERR2027913","wallaceERR983262","stewartERR2027905","shiSRR873461","stewartERR2027911","shiSRR873453","stewartERR2027914","stewartERR2027901","wallaceERR983267","stewartERR2027893","stewartERR2027892","shiSRR873603","stewartERR2027904","stewartERR2027896","stewartERR2027894","wallaceERR2530127","stewartERR2027906","wallaceERR2282092","stewartERR2027930","stewartERR2027922","shiSRR873600","shiSRR873450"
"Alcaligenaceae",26534,7667,3320,27553,3934,11012,68268,24342,23770,6519,32581,26288,6762,50064,84155,3947,6318,6244,25898,32734,68326,65776,37537,29077,36130,32247,4564,68477,82873,25114,35024,3621,4183,28752,36437,5342,23001,70393,27672,6446,99697,22703,6942,22615,103766,26632,22382,3947,2521,6474,56009,82710,26800,6728,27667,31802,78292,32623,32885,12449,463,19312,28752,29807,48893,35326,79176,3703,53790,82584,28009,24377,2756,65556,19924,36616,6533,11900,6448,30047,13879,32426,6063,29186,7545,38380,25470,21239,27024,35170,19385,31390,46326,35544,20438,28837,61837,24870,30347,74842,2772
"Burkholderiaceae",59752,13716,6037,63405,8148,21092,138190,55301,53746,14155,76674,57630,9944,101763,173171,9105,13799,12509,47859,71565,135224,141861,89643,64030,82697,70914,9253,150580,184151,60089,84296,6990,7995,65744,86543,11607,52043,162988,61708,14041,204250,44574,14632,54608,225322,55960,54237,7285,4900,13762,126495,176765,60948,14744,61482,72206,165287,75539,77555,27704,1126,57451,65744,74941,107764,82427,170884,7078,111388,174167,59107,53095,5552,153108,43768,78960,13978,24902,13064,69927,28875,79540,11832,62052,13477,86282,59081,47339,54730,85229,46238,76789,100606,83719,52041,72500,273542,54576,70534,170841,5626
"Comamonadaceae",36810,9489,3921,38465,6126,11770,93193,33123,32273,8685,53162,35415,8726,75333,111463,6244,8634,8819,29159,46452,91799,89652,59708,39024,49553,42372,6649,100703,117184,31913,48473,4975,5899,39111,50753,7892,38511,102483,38401,8859,136654,29806,9262,31610,141244,33498,32045,5690,5455,8476,77912,113982,36532,9183,36889,42509,105057,44781,44365,17019,691,25575,39111,40468,69334,49665,118401,4968,103944,131909,36707,29720,12408,97684,26165,47939,8578,15181,8900,42343,17776,45049,8693,38165,10261,52186,33787,28171,32787,46652,27446,43764,60327,50959,26658,39527,88117,33526,41782,104373,4416
"Oxalobacteraceae",21025,5264,2280,22199,3085,8099,55247,19955,19328,5186,25412,20650,4019,39877,73277,3437,5213,4727,18259,26422,55633,54058,30466,23988,28551,24907,3613,59313,70714,21794,28502,2806,3480,23433,30017,4296,17869,60931,21609,5243,81232,17188,5653,19343,86289,20408,18565,3064,2072,5253,51235,66980,22028,5376,21381,25558,64850,26587,26706,9999,424,15546,23433,25693,42948,28620,70758,2554,42706,72348,22703,16844,2216,55687,15984,29039,5061,9198,4724,24094,10209,23490,4872,23152,7140,30850,20601,17355,20262,26690,15874,25739,37325,26691,15966,23431,50839,19388,24250,62031,2017
"Chromobacteriaceae",10612,2747,1219,10625,1754,3909,30439,10207,10305,2503,12751,10595,1850,19330,33008,1609,2415,2685,8132,13429,23330,24752,14678,11603,14336,16083,1798,30178,33785,9159,14046,1622,1782,11200,15148,2653,8910,29077,9888,2455,38047,8887,2630,9438,41747,9582,9051,1554,977,2449,21944,33987,10958,2619,10332,12042,31057,12972,13263,4893,188,7729,11200,15125,20319,13999,32347,1629,20712,33960,10564,8336,1171,28391,8119,14051,2441,4890,2541,11841,6011,17849,2746,10805,4180,14904,11964,8694,10432,17308,7591,15403,18314,18485,8449,12113,26055,9821,12009,31868,1083
"Neisseriaceae",12384,4024,3485,11053,1929,7212,33686,11963,10569,2261,13522,10784,3187,21040,42885,2666,2226,2783,10432,14078,28234,34767,14903,11737,14522,14454,2236,33180,36537,10411,15050,2391,2387,12904,15314,4044,10851,32943,11222,2252,42583,10570,2414,10560,51946,13274,10614,2027,1171,2232,28052,34461,10815,2319,11077,15076,34479,14842,13806,5771,244,8402,12904,13869,25322,13584,35614,2097,21166,33471,10814,12420,1277,34777,8018,13307,2289,6847,2973,12577,7222,14709,2722,11039,4005,15538,10503,9539,12385,14104,9414,13810,20910,13673,8191,12950,23187,11550,11445,50214,1628
"Gallionellaceae",2301,830,710,1926,406,1110,8704,2466,2286,468,2579,2205,781,4669,8750,1048,464,697,2325,2547,8750,6816,3102,2042,2723,3563,603,6196,7710,1764,2594,537,498,2336,2980,445,1793,6674,2560,448,7293,2603,518,1955,8119,3206,1932,444,273,447,6874,6939,2089,487,2107,2545,5549,2914,2864,1044,42,2451,2336,3766,4893,2781,6603,446,4733,6963,2309,2605,266,6905,1700,2450,433,1606,1123,2504,1465,4031,744,2083,975,3069,3507,2000,1947,3820,2082,4350,3516,3899,2061,2737,5760,2095,2201,10841,348
"Methylophilaceae",2670,563,394,2209,339,2001,7264,2403,2369,390,2840,2243,480,4675,11687,673,372,542,2077,2954,6391,7060,2865,2238,3071,2950,467,7152,7899,2163,3337,369,396,2662,3172,534,2096,7958,2288,374,7371,2041,431,2205,7280,3294,2349,368,282,398,7012,7759,2023,425,2051,2786,6406,3340,2527,1275,28,1914,2662,3278,5717,2525,6527,316,4531,9138,2338,3122,276,6981,1538,2880,390,1860,744,2402,1771,2893,514,2210,696,2953,2220,1920,2851,2920,2140,3313,4273,2300,2277,2059,4320,2351,2322,10953,261
"Nitrosomonadaceae",2743,553,339,2165,385,2362,6624,2595,2399,360,2712,2429,288,4109,10869,286,383,376,2390,2948,8613,7252,3116,2452,3300,4562,425,5432,7473,1811,3270,284,352,2820,3137,582,2312,7134,2413,455,7056,2270,460,2493,7080,3086,2322,190,247,395,6417,6377,2126,373,2280,3456,6370,3137,2576,1318,31,2073,2820,4162,4670,2750,7425,386,4025,6518,2588,2019,244,6698,1641,2679,396,2132,659,3057,2227,5219,520,2443,505,3186,3237,2134,3543,4443,1410,3886,4190,4513,2477,3460,5936,2431,2285,6862,190
"Sterolibacteriaceae",1245,346,303,1508,158,490,2870,1201,911,351,1523,1113,310,2729,3659,190,316,304,1186,1464,3207,3122,1859,1358,1934,1862,461,3753,4725,934,1488,178,228,1497,1853,417,1052,3478,1320,315,5463,1243,319,1041,5836,1454,1045,128,161,309,2341,4112,1226,306,1297,1471,4304,1591,1606,570,40,793,1497,925,1905,1892,3865,184,2900,3467,1157,805,160,3897,1061,1693,314,618,393,1490,693,846,279,1449,406,1823,927,1189,1171,1352,856,1102,1959,1161,690,994,2980,1023,1609,4572,153
"Thiobacillaceae",1547,627,270,1677,489,498,2946,1651,1514,431,1921,1542,347,3484,4103,254,420,599,1054,1903,2413,3240,2224,1977,2237,2323,391,3470,4134,1734,2392,451,356,1851,2399,419,1433,3072,1876,439,5412,1498,445,1463,5650,1219,1466,275,211,448,1856,4805,1574,456,1881,1834,4303,2015,1891,719,35,1498,1851,1861,2009,2240,5401,306,3765,3417,1511,976,252,3879,1224,2226,497,750,740,1669,781,2421,473,1471,649,2351,1602,1237,1299,2519,1107,2292,2394,2708,1205,2261,4560,1441,1900,3409,182
"Azonexaceae",1532,633,401,1219,298,635,3513,1806,1562,288,1625,1400,782,2384,6237,398,300,414,2070,1727,4011,3207,1800,1437,1775,1708,388,3765,4316,1007,1626,311,211,1387,1887,351,1014,3496,1450,277,4265,1066,286,1194,5347,1468,1300,276,107,286,3334,4041,1021,304,1337,1460,3962,1832,1481,731,23,875,1387,1794,2818,1693,4301,238,2594,4647,1559,685,126,3359,1030,1792,291,793,639,1453,758,2513,541,1452,609,1747,1293,1196,1816,2279,998,1468,2178,2374,1132,1652,2798,1559,1378,4475,309
"Rhodocyclaceae",2548,688,332,3060,416,866,8041,2633,2798,754,3315,2700,772,6169,7567,391,765,1587,2821,3398,6635,6315,3815,3095,3775,3009,550,7645,8801,2757,3827,520,432,2993,3988,511,2249,7011,2951,698,10407,2337,793,2243,11057,2299,2229,419,318,760,5561,9388,2868,792,2697,3227,7939,3171,3320,1212,53,2035,2993,3663,5657,3755,8638,334,6657,8192,2883,2788,355,6820,2080,3956,790,1079,619,3047,1467,3996,647,2988,764,4083,2482,2255,2480,3965,2075,3274,4862,4588,1554,2684,6781,2489,3339,7766,271
"Zoogloeaceae",9079,1996,822,9628,1341,3088,21195,8146,8938,2268,12737,8911,1681,16359,24930,1501,2107,2002,6601,11254,19361,19170,15154,9366,12702,13492,1292,22234,26664,7047,12716,1143,1218,10083,14510,1472,7611,20909,8703,2178,32546,7157,2258,8368,34481,7950,8048,1254,832,2141,17889,26230,10260,2313,9237,10660,25670,11816,11734,4346,154,9584,10083,14369,14357,15893,28043,1078,17891,26070,9215,6659,880,23499,6809,11837,2160,3798,2055,10613,4276,15556,1780,9408,2335,12715,10177,7364,7738,14773,6519,13851,15850,15760,7695,11707,24609,8044,11273,23722,864
"Bradymonadaceae",755,326,200,956,175,341,2865,876,659,258,995,810,213,2008,2852,124,220,337,671,1014,1652,2676,1277,970,1259,660,238,3202,3422,1254,1231,187,175,1000,1233,247,680,3157,1108,252,3511,1080,249,812,4133,1096,796,140,107,229,1760,3151,897,251,977,1038,2685,1055,1022,350,24,841,1000,1038,1515,1181,3488,155,2232,2855,903,559,100,2593,800,1137,232,395,324,1072,347,836,332,1031,366,1257,778,782,588,768,720,838,1320,700,449,615,1799,668,1056,4100,182
"Candidatus Desulfofervidaceae",500,26,28,231,20,322,499,421,317,14,264,189,19,409,1094,17,22,17,132,216,518,471,340,177,413,131,21,583,410,141,266,20,29,433,335,19,361,539,170,22,424,135,12,246,389,876,227,15,28,23,552,489,170,19,241,577,484,200,251,258,4,174,433,184,382,190,784,10,380,654,227,266,17,957,100,224,24,155,24,281,150,220,28,257,31,286,181,211,294,167,293,271,566,275,519,110,369,356,219,791,16
"Desulfarculaceae",1437,715,272,1812,482,427,4563,1515,1159,542,1784,1483,626,4119,4196,311,522,630,914,2275,4330,3702,2202,1959,2463,1145,368,4357,5261,1423,1965,421,476,1929,2470,518,1360,3779,1781,506,6894,1693,567,1536,7782,1560,1204,291,227,514,2849,6285,1821,522,1971,1948,4954,2026,1918,653,26,648,1929,931,3244,2237,6361,330,4593,4698,1729,1000,263,3982,1405,2532,543,709,453,1740,427,1003,562,2105,668,2476,851,1490,1379,1499,1393,1242,3151,1866,612,1084,2668,1344,1959,4535,262
"Desulfobacteraceae",7090,2539,1347,6958,1664,3867,20177,7633,6080,1600,7786,6632,2175,14411,25381,1615,1524,2377,6161,8305,20855,16516,8654,7950,9430,9110,1689,17432,21206,6266,9686,1586,1576,7664,9877,1688,5703,22317,6415,1517,24507,6751,1683,6209,24942,6593,5957,1131,832,1414,15692,21754,6564,1661,7713,8087,21674,8748,7886,3404,127,4798,7664,7997,12747,9029,23870,1633,14642,21989,7257,8494,834,17009,5613,8983,1508,3690,1824,7959,4609,8792,2022,7267,3463,9219,6622,5937,6766,8350,5244,7862,12200,8714,5228,6747,14182,6378,7847,21963,932
"Desulfobulbaceae",3456,1618,1752,4165,737,2147,13031,3878,2781,882,4732,3772,2186,7593,15445,2176,819,2900,3928,5717,10432,10901,5994,4057,4938,5152,1395,13965,15437,4869,5162,1084,970,3909,4760,1002,2955,15438,4461,832,15088,3554,991,3647,15519,5284,3755,1619,472,875,12202,16577,3768,863,3685,5095,11993,4786,4541,1638,126,2651,3909,3145,7270,4584,11559,950,8027,16249,3780,4018,459,10230,2930,5086,837,1992,1394,3776,2513,3950,2097,4248,2517,5026,3216,3274,2907,3586,2685,4841,7268,3353,2063,5316,6972,3045,3871,18235,962
"Desulfohalobiaceae",618,443,130,676,174,269,3004,681,654,158,613,624,139,1484,3270,240,179,254,541,785,1723,2083,877,874,891,713,221,2576,2934,996,759,156,221,703,928,216,491,2300,795,155,2883,478,191,603,3131,933,486,384,81,179,1818,2773,682,159,597,745,3120,729,772,305,13,658,703,1095,2091,894,2815,144,1524,1830,669,1021,88,2498,586,851,168,300,246,748,375,937,304,802,465,930,757,606,442,1019,929,1390,1187,1055,764,764,1896,614,802,4293,119
"Desulfomicrobiaceae",2443,971,396,2660,611,1337,7695,3161,2103,711,3050,2446,700,5531,6880,601,682,811,3106,3070,6056,6567,3774,2758,3871,3508,645,6526,8056,2435,3440,691,605,2855,3613,698,2038,6561,2772,651,10470,2565,735,2354,11160,2257,2533,516,337,665,5157,8378,2688,713,2786,3052,8539,3312,3029,1118,58,1818,2855,2162,4901,3484,9254,653,6094,8295,2684,2793,346,6683,2231,3527,584,1334,825,2931,1411,3042,772,2519,1003,3620,2368,2230,2864,2896,2028,2851,3949,2876,1854,2641,5489,2488,2973,7044,465
"Desulfovibrionaceae",30534,18918,5929,32004,13172,12090,87634,33061,27474,9193,39279,30423,13306,73205,96191,9521,9079,15551,25751,40840,72214,79109,45423,34832,44295,39371,10655,87413,105299,25472,43119,9639,12069,36033,47727,15847,25822,81023,31988,9189,140061,29493,9814,28217,145189,26969,28083,7147,4304,8784,69497,109246,34832,9663,32802,36813,111876,41233,39184,14136,531,19714,36033,32134,57113,42724,119895,9115,79524,96194,33405,24831,4658,88423,25798,42472,9124,13601,14018,36336,14085,36961,13186,34912,15534,46012,30568,27519,32073,44226,25299,35066,60064,42553,17816,32027,64563,30091,36887,86187,4640
"Desulfurellaceae",679,117,48,534,73,831,1379,934,654,53,734,545,104,912,3625,57,44,64,464,558,2120,1458,638,517,806,611,48,1446,1137,369,717,43,99,1045,842,71,794,1418,502,45,1359,424,60,549,1031,862,602,39,62,36,2153,1270,453,63,604,1142,1317,614,636,342,9,229,1045,1540,1269,551,1836,68,770,1492,986,961,43,2352,369,698,59,583,112,753,403,420,105,760,194,639,573,610,813,539,416,508,1198,501,272,328,774,758,596,2377,86
"Desulfuromonadaceae",7697,3847,1909,8312,1944,3495,24441,8789,6857,2279,9168,8354,2618,19008,26670,2591,2101,3118,7762,10294,18586,23175,10989,9193,11575,11222,2234,21566,27055,8163,11523,2074,2022,8804,11910,2240,6028,24799,8738,2129,29703,7805,2297,7555,31025,9523,7362,1643,1071,2116,18512,26805,8473,2248,8624,9167,25894,10125,10256,3629,149,5190,8804,8983,15894,10543,26713,2020,20105,25542,8589,5774,1149,22100,6883,10473,2161,3698,3067,9361,4397,8723,3036,9152,3616,11993,7733,7282,8471,10474,7471,9667,13818,9518,4314,9444,17288,7734,9362,33199,1298
"Geobacteraceae",16443,5549,2458,16633,3624,6512,44263,17332,13940,4133,18818,16258,4389,35996,50361,3623,4016,5046,13043,19559,41300,41637,22465,17953,22074,21043,3726,44722,54020,13787,23099,3245,3501,17683,23506,3879,12924,44754,17581,4030,62316,14924,4337,14840,63720,16016,14122,2940,1992,3986,39719,53511,16510,4271,17449,18383,51426,21396,20506,7653,304,11365,17683,18917,30649,21843,53589,3417,38336,50826,16461,13563,2366,45818,13109,22438,3960,10196,5462,18447,8141,18915,4712,18070,6643,23522,15126,14570,15561,21263,12981,18081,28273,20221,13622,17160,39921,14893,18621,52449,2364
"Anaeromyxobacteraceae",4570,1485,459,5809,896,974,10707,4301,4293,1569,6625,4352,897,11343,12135,787,1462,1268,2901,6207,8473,9803,8389,5325,7417,4949,881,12799,14396,4022,7220,641,834,5768,7264,1048,4896,11152,5040,1484,16413,3494,1699,4851,18764,3362,5026,753,584,1553,9080,14562,5452,1664,5170,6612,12623,6149,6963,2216,69,3219,5768,5019,7066,7278,13870,697,13053,13305,4494,4232,724,12731,3987,6814,1562,1421,1170,6050,1835,5693,1178,4975,1955,7829,4060,4415,3962,6289,4037,5340,8799,6591,2415,5469,10750,4145,6328,10102,586
"Archangiaceae",6161,1305,565,7155,844,2002,13530,6451,5884,1837,7604,6343,939,13554,15588,744,1899,1337,5220,7565,12492,14965,9871,7191,9210,6989,1116,15940,19528,6120,9542,792,819,7073,9623,1071,5234,15085,6420,1793,22675,5628,2022,5778,24598,5774,5666,700,690,1854,11869,19994,6908,1912,7145,7694,17804,8062,8125,2898,103,5158,7073,6319,10243,8683,20637,746,15466,17897,6635,4908,800,14959,4976,9181,1871,2747,1208,7569,2477,6702,1431,6632,1103,9497,5386,5427,5557,7692,4347,6209,10934,8161,3931,6728,15199,6212,7887,15691,535
"Kofleriaceae",1936,589,223,2318,434,462,5104,2023,1900,619,2506,1939,480,4304,4837,290,629,549,1584,2665,3789,4878,3186,2714,3179,1506,373,5543,6562,2303,2989,416,417,2552,3255,355,1983,6356,2521,591,7785,1665,568,2021,8775,1869,1897,383,214,593,3476,7040,2394,619,2211,2589,6670,2545,2571,906,39,1197,2552,1451,3036,3236,8150,354,4913,6226,2246,1413,262,5646,1677,3123,602,680,621,2784,712,1456,466,2213,662,3198,1341,1835,1950,1995,1546,2176,3365,1774,857,1333,3792,1999,2758,5126,252
"Labilitrichaceae",1432,435,137,1645,304,474,2854,1400,1055,455,1958,1467,247,3365,3396,229,399,354,770,2140,2485,3279,2388,1582,2076,1380,303,3931,4720,1174,2350,200,205,1856,2231,270,1517,4068,1499,401,5699,1167,455,1623,5776,1219,1404,195,182,415,2938,4369,1544,435,1765,1942,3617,1940,2139,715,30,1104,1856,1932,1850,2099,4024,242,3667,3605,1388,871,200,4166,1139,1803,418,414,441,1803,585,1560,325,1427,388,2352,1245,1347,1007,1849,1183,1702,2583,1756,1424,1427,4515,1297,1876,3586,153
"Myxococcaceae",8879,2093,874,9249,1327,2356,20932,7927,7074,2520,10516,8311,1252,18298,24283,1221,2495,1837,6064,10846,20447,19588,13445,9780,12565,6347,1242,23537,27491,7483,12428,945,1308,10130,12605,1385,7548,22664,8102,2557,31995,7566,2690,7855,35314,6700,7749,1073,886,2523,18706,28976,9414,2614,8900,10701,25356,11114,11375,4128,131,5506,10130,7283,16267,12228,27933,954,20685,25842,8639,5530,1066,22004,6672,12577,2498,3375,1971,10495,2488,7611,1740,8918,1868,13413,6605,7062,7616,8650,6896,7895,15362,9005,4429,6882,15986,7981,10437,23652,749
"Polyangiaceae",8659,2223,990,10044,1606,2740,21098,7565,8407,2333,11580,8622,2082,16170,24379,1721,2259,2046,6929,10468,23899,20002,14502,9404,13437,10054,1675,26074,28010,9008,12793,1159,1475,9887,12860,1704,7790,21997,8411,2340,31861,6874,2481,8842,34406,7248,9026,1483,868,2276,17821,27341,9805,2457,8873,11302,24707,10897,12084,3937,157,5825,9887,11670,14319,12610,27041,1336,18108,26659,8977,6350,957,22190,6774,12076,2332,3105,2163,10684,3786,12554,2355,8994,3314,13629,8469,7321,7736,14015,7311,11794,14515,15615,5896,10909,23972,7750,11558,22813,871
"Sandaracinaceae",1682,447,130,1875,219,395,4222,1564,1214,483,2177,1507,313,3371,3534,201,502,379,846,2277,2641,3484,2869,1854,2575,1253,205,4278,4963,1475,2600,231,202,1818,2658,272,1600,4837,1657,471,5632,1457,492,1723,6437,1021,1756,283,181,469,2706,4790,1753,478,1841,2224,4145,1961,2294,763,22,917,1818,1468,3301,2574,4426,197,3881,4190,1567,1131,202,4731,1282,2164,471,562,332,2216,478,1696,338,1510,331,2503,1194,1456,1112,1859,1586,1905,2835,2123,721,1753,3391,1459,2219,4359,182
"Vulgatibacteraceae",1210,373,129,1429,225,358,3020,1276,1439,403,1471,1264,228,3287,3734,194,406,335,1407,1533,2122,2817,1793,1424,1776,1931,239,3709,4011,1003,1827,179,177,1463,1965,240,1143,3549,1352,398,4739,1249,394,1075,5191,876,1205,203,185,376,2895,4153,1384,439,1340,1562,3625,1522,1717,536,19,706,1463,2236,1763,1869,4287,142,3922,4050,1280,779,238,3423,1010,1781,393,450,277,1541,484,2794,414,1297,432,1987,1718,1082,1232,2614,971,2410,1986,2686,846,1514,3447,1174,1502,3083,157
"Syntrophaceae",1858,656,299,1872,316,988,5179,2135,1578,448,2192,1911,347,4477,5831,392,468,499,1867,2264,4542,4315,2435,2148,2577,1859,403,5578,6943,1612,3296,301,570,2017,3033,445,1463,4690,1689,470,8379,1712,515,1857,8043,1700,1760,213,256,456,4946,6295,1737,467,2074,2351,6958,2494,2289,909,39,1314,2017,1747,3898,2638,7319,311,4527,5931,2348,2450,242,5066,1636,2520,462,1114,654,2223,1059,2101,536,2016,638,2769,1273,1766,1665,1744,1609,1764,3476,1592,956,1438,4273,1837,2288,5347,176
"Syntrophobacteraceae",1558,552,197,2025,346,571,5294,1922,1520,571,2122,1830,480,5224,5718,366,555,479,1161,2198,3904,4369,2513,2428,2668,2767,402,4217,5494,1693,2651,251,347,2049,2791,410,1525,4673,2035,544,6527,1760,613,1665,7706,2023,1507,227,259,533,3961,5663,2078,577,2029,2247,5730,2598,2077,699,26,1470,2049,2062,2830,2711,6349,283,5485,5292,1847,1764,317,4752,1688,2649,553,806,385,2394,905,2014,456,2084,563,2850,1614,1696,1325,2220,1387,2181,2976,2124,868,1796,4625,1642,2242,4384,183
"Campylobacteraceae",45508,4125,3153,24580,2301,53231,64239,17063,35701,1366,38800,22447,1624,26122,150522,2540,1276,2806,20315,22057,67284,60428,27345,19776,35094,23230,2583,61626,45898,15436,30827,1372,3686,54434,28738,2575,47851,56904,22519,1315,54966,14872,1547,24659,47476,61728,24686,879,1619,1264,72919,54230,19410,1310,21826,71414,59217,29188,25191,22405,253,5153,54434,44339,52252,20555,71207,1773,21516,54314,23041,34667,1225,81400,11457,25069,1358,17687,3451,29986,17328,18292,3359,25820,2343,25652,27793,18332,35138,24842,22997,20342,54763,20318,8191,11380,14618,33729,19852,105974,945
"Helicobacteraceae",8623,1412,823,6003,781,10383,17642,5849,8102,581,8103,6402,826,8966,38903,639,520,908,6300,6507,15861,16837,7413,5517,8207,7529,829,16829,14994,5512,8316,765,924,10033,7658,1198,8447,15363,6397,518,16635,4950,654,5850,16500,10924,6177,391,537,519,17462,15590,4973,620,5749,13167,15392,8040,6910,4310,91,2366,10033,12408,15229,5828,18944,504,7777,18326,6304,7831,487,20626,3551,6696,541,4434,1345,7001,5365,7709,991,6315,1351,7256,7144,4960,8070,7431,5630,7778,11969,6452,3900,5169,6310,7399,5044,27256,505
"Nautiliaceae",3309,270,130,1427,110,2736,7599,1442,1651,87,2008,1578,117,1775,7815,103,85,164,1105,1425,4360,3527,1702,1140,1834,1431,157,3644,2858,717,2187,172,186,2685,1895,143,2253,2295,1733,79,4168,1313,95,1573,4674,2507,1321,35,122,102,3750,4199,1016,88,1311,3308,3422,1831,1516,1591,16,250,2685,3890,2324,1572,5258,117,1500,4232,1747,1857,119,5170,785,1374,95,3306,149,1686,916,1037,125,1757,67,1992,1465,1215,1975,2164,1458,970,2746,1130,775,601,783,1754,1232,5175,21
"Acidiferrobacteraceae",2218,601,195,2301,386,871,4660,1980,2654,619,2818,2325,346,4702,6240,328,567,516,1438,2514,3239,5085,3543,2301,3116,4565,315,5227,6024,1501,2966,311,397,2428,2992,464,2006,6250,1929,602,6771,1969,659,2035,7687,2116,2108,327,315,550,4421,6282,2147,675,2148,2834,6097,2916,2839,1044,22,2433,2428,5784,3231,2960,7810,296,5238,5759,2394,1648,323,5796,1755,2772,562,1079,502,2495,1211,5990,551,2190,688,3293,3728,1991,1886,6283,1715,5379,3672,6788,2940,3579,7876,2133,2497,5034,288
"Aeromonadaceae",21325,4320,2124,15678,3309,9605,44600,18451,32254,3419,17609,21585,4151,29169,52791,3238,3280,4211,17856,23063,46869,41831,22103,18281,21434,59238,3589,47508,55717,17844,21985,2767,3013,16719,23305,3424,12039,49513,18259,3351,62472,14803,3587,16951,62085,17910,16296,2914,1612,3380,43232,52201,15470,3540,17118,19758,49983,23365,19814,10140,353,26862,16719,62223,34317,21244,53312,2725,30072,52878,20809,18562,1683,45608,11411,21041,3429,12961,5506,18333,18828,88544,4660,17976,5087,24019,49493,13254,24477,77228,11271,68676,30366,84671,32311,45017,80577,19577,17404,49915,2075
"Alteromonadaceae",12836,2811,1311,8799,1717,7798,33754,11274,11236,1673,10948,10828,2374,16501,36139,2118,1564,2189,11320,13487,29175,29013,13094,10053,12101,15025,1868,29500,30825,9789,13245,1474,1657,10834,13265,1772,8030,25321,9917,1581,30571,9049,1761,11167,30669,15594,10740,1224,907,1632,25991,30589,8056,1641,9475,13009,29184,15312,12222,6122,193,8026,10834,17075,23949,11585,31261,1596,16393,30622,10643,12193,937,27513,6628,10977,1623,10006,2599,10856,7891,19233,2671,10370,2900,13392,13508,7838,19921,18418,8102,17455,19802,18415,9912,12757,21051,11731,9364,38182,996
"Colwelliaceae",3919,397,550,1827,366,2806,5556,2120,2475,148,2704,1944,174,2832,11009,202,139,396,2660,2539,4766,6335,2501,1628,2660,2003,348,6032,4645,1253,2832,158,428,3126,2402,440,2766,4830,1693,164,5359,1521,215,2608,4610,4184,2391,139,172,175,6400,4831,1587,190,1667,4626,4830,2716,2179,1918,34,1646,3126,3955,4080,2054,6086,429,2453,5546,2328,2005,136,6804,999,1907,173,2712,346,2162,1556,2364,453,2085,267,2601,2399,1648,6240,2681,1662,3009,4625,2656,2578,1502,3092,2824,1523,10097,105
